id,justice_0,justice_1,justice_2,justice_3,justice_4,justice_5,justice_6,justice_7,justice_8,justice_9,justice_10,justice_11,justice_12,justice_13,justice_14,justice_15,justice_16,justice_17,justice_18,justice_19,justice_20,justice_21,justice_22,justice_23,justice_24,justice_25,justice_26,justice_27,justice_28,justice_29,justice_30,justice_31,justice_32,justice_33,justice_34,justice_35,term,decision
1955-096,0.0,1.0,0.0,0.0,,,,1.0,,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1955,1
1955-097,0.0,1.0,0.0,0.0,,,,1.0,,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1955,1
1955-098,0.0,1.0,1.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,1955,0
1955-099,1.0,0.0,0.0,1.0,,,,0.0,,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,1955,1
1955-100,1.0,0.0,0.0,1.0,,,,0.0,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,1955,0
1955-101,1.0,1.0,1.0,1.0,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1955,1
1955-102,1.0,0.0,1.0,1.0,,,,1.0,,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1955,1
1955-103,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,1955,0
1955-104,1.0,0.0,1.0,1.0,,,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,1955,0
1956-001,1.0,1.0,0.0,1.0,,,,0.0,,1.0,,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-002,1.0,1.0,0.0,1.0,,,,0.0,,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-003,1.0,0.0,0.0,1.0,,,,0.0,,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-004,0.0,1.0,1.0,0.0,,,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-005,0.0,0.0,0.0,0.0,,,,0.0,,1.0,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1956,0
1956-006,0.0,1.0,0.0,1.0,,,,0.0,,1.0,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-007,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1956,0
1956-008,1.0,0.0,1.0,0.0,,,,1.0,,1.0,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-009,1.0,0.0,1.0,0.0,,,,1.0,,1.0,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-010,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1956,0
1956-011,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1956,0
1956-012,1.0,1.0,0.0,1.0,,,,0.0,,1.0,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-013,1.0,0.0,0.0,1.0,,,,1.0,,0.0,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-014,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1956,0
1956-015,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-016,1.0,0.0,0.0,0.0,,,,0.0,,0.0,,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1956,0
1956-017,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1956,0
1956-018,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-019,1.0,0.0,1.0,1.0,,,,0.0,,1.0,,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-020,0.0,0.0,1.0,0.0,,,,1.0,,0.0,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1956,0
1956-021,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-022,0.0,0.0,0.0,1.0,,,,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1956,0
1956-023,1.0,0.0,1.0,1.0,,,,0.0,,0.0,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1956,0
1956-024,0.0,0.0,1.0,0.0,,,,1.0,,0.0,,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1956,0
1956-025,1.0,0.0,1.0,1.0,,,,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1956,0
1956-026,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-027,1.0,1.0,0.0,1.0,,,,1.0,,1.0,,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-028,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-029,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1956,0
1956-030,1.0,0.0,1.0,1.0,,,,1.0,,0.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-031,1.0,0.0,1.0,1.0,,,,0.0,,0.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-032,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-033,0.0,1.0,1.0,1.0,,,,0.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-034,1.0,0.0,0.0,1.0,,,,0.0,,0.0,,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1956,0
1956-035,1.0,0.0,0.0,1.0,,,,0.0,,0.0,,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1956,0
1956-036,1.0,1.0,0.0,1.0,,,,0.0,,1.0,,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-037,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-038,1.0,0.0,0.0,1.0,,,,0.0,,0.0,,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1956,0
1956-039,0.0,1.0,0.0,0.0,,,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-040,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-041,1.0,0.0,0.0,1.0,,,,0.0,,0.0,,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1956,0
1956-042,1.0,1.0,0.0,1.0,,,,1.0,,1.0,,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-043,0.0,1.0,1.0,0.0,,,,1.0,,0.0,,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-044,0.0,1.0,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-045,1.0,0.0,0.0,1.0,,,,1.0,,1.0,,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-046,1.0,0.0,0.0,1.0,,,,1.0,,1.0,,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-047,0.0,0.0,1.0,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1956,0
1956-048,0.0,0.0,0.0,1.0,,,,1.0,,1.0,,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-049,0.0,,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1956,0
1956-050,0.0,,1.0,0.0,,,,1.0,,1.0,,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-051,0.0,,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1956,0
1956-052,1.0,,1.0,1.0,,,,0.0,,1.0,,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-053,1.0,,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-055,0.0,,0.0,1.0,,,,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1956,0
1956-056,1.0,,0.0,0.0,,,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-057,1.0,,1.0,1.0,,,,0.0,,0.0,,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-058,1.0,,1.0,1.0,,,,0.0,,0.0,,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-059,1.0,,1.0,1.0,,,,0.0,,0.0,,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-060,0.0,,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,1956,0
1956-061,1.0,,0.0,1.0,,,,0.0,,1.0,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-062,0.0,,1.0,1.0,,,,1.0,,0.0,,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-063,1.0,,0.0,1.0,,,,0.0,,0.0,,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,1956,0
1956-064,1.0,,1.0,1.0,,,,0.0,,1.0,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-065,1.0,,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-066,1.0,,0.0,1.0,,,,0.0,,1.0,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-067,1.0,,0.0,1.0,,,,0.0,,1.0,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-068,0.0,,0.0,1.0,,,,0.0,,0.0,,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,1956,0
1956-069,1.0,,0.0,1.0,,,,0.0,,1.0,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-070,1.0,,0.0,1.0,,,,1.0,,1.0,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-071,0.0,,1.0,0.0,,,,1.0,,1.0,,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-072,0.0,,0.0,0.0,,,,1.0,,1.0,,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,1956,0
1956-073,0.0,,0.0,0.0,,,,1.0,,1.0,,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,1956,0
1956-074,1.0,,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-075,1.0,,1.0,1.0,,,,1.0,,1.0,,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-076,1.0,,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-077,1.0,,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-078,1.0,,0.0,1.0,,,,1.0,,0.0,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-079,1.0,,0.0,1.0,,,,0.0,,1.0,,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-080,1.0,,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-081,0.0,,1.0,0.0,,,,1.0,,0.0,,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,1956,0
1956-082,1.0,,1.0,1.0,,,,0.0,,0.0,,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-083,1.0,,0.0,1.0,,,,0.0,,1.0,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-084,0.0,,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-085,1.0,,1.0,1.0,,,,1.0,,0.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-086,1.0,,0.0,1.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,1956,0
1956-087,0.0,,0.0,1.0,,,,0.0,,0.0,,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,1956,0
1956-088,1.0,,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-089,0.0,,0.0,1.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,1956,0
1956-090,1.0,,1.0,1.0,,,,0.0,,1.0,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-091,0.0,,0.0,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-092,1.0,,1.0,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,1956,0
1956-093,1.0,,1.0,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,1956,0
1956-094,0.0,,0.0,0.0,,,,0.0,,0.0,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,1956,0
1956-095,1.0,,0.0,1.0,,,,0.0,,0.0,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1956,0
1956-096,1.0,,0.0,1.0,,,,0.0,,0.0,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1956,0
1956-097,1.0,,0.0,1.0,,,,0.0,,0.0,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-098,1.0,,1.0,1.0,,,,1.0,,0.0,,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-099,0.0,,1.0,0.0,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-100,0.0,,1.0,0.0,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-101,0.0,,0.0,0.0,,,,1.0,,1.0,,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,1956,0
1956-102,1.0,,0.0,1.0,,,,0.0,,1.0,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-103,1.0,,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-104,1.0,,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-105,0.0,,1.0,0.0,,,,0.0,,0.0,,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1956,0
1956-106,0.0,,1.0,0.0,,,,1.0,,0.0,,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,1956,0
1956-107,1.0,,1.0,0.0,,,,0.0,,0.0,,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-108,1.0,,1.0,1.0,,,,0.0,,0.0,,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-109,1.0,,1.0,1.0,,,,0.0,,0.0,,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-110,1.0,,1.0,0.0,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-111,1.0,,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-112,1.0,,0.0,1.0,,,,0.0,,0.0,,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,1956,0
1956-113,1.0,,1.0,1.0,,,,1.0,,0.0,,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-120,0.0,,0.0,0.0,,,,1.0,,0.0,,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,1956,0
1956-121,1.0,,1.0,1.0,,,,1.0,,0.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-122,0.0,,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-123,0.0,,1.0,0.0,,,,1.0,,1.0,,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-124,1.0,,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-125,0.0,,1.0,0.0,,,,0.0,,0.0,,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,1956,0
1956-126,1.0,,0.0,1.0,,,,0.0,,0.0,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1956,0
1956-127,1.0,,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-128,1.0,,1.0,0.0,,,,0.0,,0.0,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,1956,0
1956-129,1.0,,0.0,1.0,,,,0.0,,0.0,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,1956,0
1956-131,1.0,,1.0,1.0,,,,1.0,,0.0,,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-132,1.0,,0.0,1.0,,,,0.0,,1.0,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1956,1
1956-133,1.0,,1.0,0.0,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1956,1
1957-001,1.0,,0.0,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1957,1
1957-002,1.0,,0.0,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1957,1
1957-003,1.0,,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1957,1
1957-004,1.0,,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1957,1
1957-005,1.0,,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1957,1
1957-006,1.0,,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1957,1
1957-007,1.0,,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1957,1
1957-008,0.0,,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,1957,0
1957-009,1.0,,0.0,1.0,,,,0.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1957,1
1957-011,1.0,,1.0,1.0,,,,0.0,,0.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1957,1
1957-012,1.0,,0.0,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1957,1
1957-013,1.0,,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1957,1
1957-014,0.0,,1.0,1.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,1957,0
1957-015,1.0,,1.0,1.0,,,,0.0,,0.0,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1957,1
1957-017,0.0,,0.0,1.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,1957,0
1957-018,1.0,,0.0,1.0,,,,0.0,,0.0,,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1957,1
1957-019,1.0,,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1957,1
1957-020,1.0,,1.0,0.0,,,,1.0,,1.0,,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,1957,1
1957-021,0.0,,1.0,1.0,,,,1.0,,1.0,,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1957,1
1957-022,1.0,,0.0,1.0,,,,0.0,,0.0,,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1957,1
1957-023,1.0,,1.0,1.0,,,,1.0,,1.0,,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1957,1
1957-024,1.0,,0.0,1.0,,,,0.0,,1.0,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1957,1
1957-025,0.0,,1.0,0.0,,,,1.0,,1.0,,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1957,1
1957-026,1.0,,0.0,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1957,1
1957-028,0.0,,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,1957,0
1957-029,1.0,,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1957,1
1957-032,0.0,,1.0,0.0,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1957,1
1957-033,0.0,,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,1957,0
1957-034,1.0,,0.0,1.0,,,,1.0,,0.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1957,1
1957-035,0.0,,1.0,0.0,,,,0.0,,0.0,,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1957,0
1957-036,1.0,,0.0,1.0,,,,0.0,,0.0,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1957,0
1957-037,0.0,,1.0,0.0,,,,1.0,,1.0,,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,1957,1
1957-038,0.0,,0.0,1.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,1957,0
1957-039,0.0,,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,1957,0
1957-040,1.0,,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1957,1
1957-041,1.0,,1.0,1.0,,,,1.0,,0.0,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1957,1
1957-042,1.0,,0.0,1.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,1957,0
1957-043,1.0,,0.0,1.0,,,,0.0,,0.0,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1957,0
1957-044,0.0,,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,1957,0
1957-045,0.0,,1.0,0.0,,,,1.0,,1.0,,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1957,1
1957-046,1.0,,0.0,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1957,1
1957-047,1.0,,0.0,1.0,,,,0.0,,1.0,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1957,1
1957-048,1.0,,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1957,1
1957-049,1.0,,1.0,0.0,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1957,1
1957-050,0.0,,0.0,0.0,,,,1.0,,0.0,,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,1957,0
1957-051,0.0,,0.0,0.0,,,,1.0,,0.0,,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,1957,0
1957-052,1.0,,0.0,1.0,,,,0.0,,1.0,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1957,1
1957-053,0.0,,0.0,0.0,,,,1.0,,0.0,,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,1957,0
1957-054,0.0,,0.0,1.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,1957,0
1957-055,1.0,,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1957,1
1957-056,1.0,,1.0,0.0,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1957,1
1957-057,1.0,,1.0,1.0,,,,1.0,,0.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1957,1
1957-058,1.0,,1.0,0.0,,,,0.0,,1.0,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1957,1
1957-059,0.0,,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,1957,0
1957-060,0.0,,0.0,1.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,1957,0
